timestamp,source_ip,dest_ip,protocol,action,bytes_transferred,log_type,user_agent,request_path,hour,day_of_week,source_ip_0,source_ip_1,source_ip_2,source_ip_3,dest_ip_0,dest_ip_1,dest_ip_2,dest_ip_3,ua_length,path_length,prediction
2026-05-14 18:49:40.863521,77.99.11.156,10.0.0.1,TCP,blocked,115,WARNING,NmapScanner,/port/20,18,3,77,99,11,156,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.228,10.0.0.1,TCP,blocked,248,WARNING,NmapScanner,/port/21,18,3,77,99,11,228,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.144,10.0.0.1,TCP,blocked,202,WARNING,NmapScanner,/port/22,18,3,77,99,11,144,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.226,10.0.0.1,TCP,blocked,52,WARNING,NmapScanner,/port/23,18,3,77,99,11,226,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.68,10.0.0.1,TCP,blocked,290,WARNING,NmapScanner,/port/24,18,3,77,99,11,68,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.230,10.0.0.1,TCP,blocked,85,WARNING,NmapScanner,/port/25,18,3,77,99,11,230,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.53,10.0.0.1,TCP,blocked,175,WARNING,NmapScanner,/port/26,18,3,77,99,11,53,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.204,10.0.0.1,TCP,blocked,129,WARNING,NmapScanner,/port/27,18,3,77,99,11,204,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.130,10.0.0.1,TCP,blocked,282,WARNING,NmapScanner,/port/28,18,3,77,99,11,130,10,0,0,1,11,8,1
2026-05-14 18:49:40.863521,77.99.11.55,10.0.0.1,TCP,blocked,154,WARNING,NmapScanner,/port/29,18,3,77,99,11,55,10,0,0,1,11,8,1
2026-05-14 18:50:01.704811,150.10.10.65,10.0.0.1,FTP,blocked,488245,ERROR,UnknownBot,/secure,18,3,150,10,10,65,10,0,0,1,10,7,1
2026-05-14 18:50:07.045315,89.45.22.84,10.0.0.1,SSH,failed,3164,WARNING,Hydra,/ssh-login,18,3,89,45,22,84,10,0,0,1,5,10,1
2026-05-14 18:50:07.045315,89.45.22.57,10.0.0.1,SSH,failed,2668,WARNING,Hydra,/ssh-login,18,3,89,45,22,57,10,0,0,1,5,10,1
2026-05-14 18:50:07.045315,89.45.22.138,10.0.0.1,SSH,failed,2138,WARNING,Hydra,/ssh-login,18,3,89,45,22,138,10,0,0,1,5,10,1
2026-05-14 18:50:07.045315,89.45.22.8,10.0.0.1,SSH,failed,2666,WARNING,Hydra,/ssh-login,18,3,89,45,22,8,10,0,0,1,5,10,1
2026-05-14 18:50:07.045315,89.45.22.209,10.0.0.1,SSH,failed,4907,WARNING,Hydra,/ssh-login,18,3,89,45,22,209,10,0,0,1,5,10,1
2026-05-14 18:50:12.149394,45.67.89.181,10.0.0.1,HTTP,blocked,10126,ERROR,SQLMap,/login?id=1' OR '1'='1,18,3,45,67,89,181,10,0,0,1,6,22,1
2026-05-14 18:50:22.503656,45.67.89.174,10.0.0.1,HTTP,blocked,12975,ERROR,SQLMap,/login?id=1' OR '1'='1,18,3,45,67,89,174,10,0,0,1,6,22,1
2026-05-14 18:50:27.651614,45.67.89.29,10.0.0.1,HTTP,blocked,10388,ERROR,SQLMap,/login?id=1' OR '1'='1,18,3,45,67,89,29,10,0,0,1,6,22,1
2026-05-14 18:50:53.441010,89.45.22.169,10.0.0.1,SSH,failed,2951,WARNING,Hydra,/ssh-login,18,3,89,45,22,169,10,0,0,1,5,10,1
2026-05-14 18:50:53.441010,89.45.22.215,10.0.0.1,SSH,failed,3692,WARNING,Hydra,/ssh-login,18,3,89,45,22,215,10,0,0,1,5,10,1
2026-05-14 18:50:53.441010,89.45.22.230,10.0.0.1,SSH,failed,4752,WARNING,Hydra,/ssh-login,18,3,89,45,22,230,10,0,0,1,5,10,1
2026-05-14 18:50:53.441010,89.45.22.151,10.0.0.1,SSH,failed,2906,WARNING,Hydra,/ssh-login,18,3,89,45,22,151,10,0,0,1,5,10,1
2026-05-14 18:50:53.441010,89.45.22.100,10.0.0.1,SSH,failed,1241,WARNING,Hydra,/ssh-login,18,3,89,45,22,100,10,0,0,1,5,10,1
2026-05-14 18:50:58.687975,45.67.89.172,10.0.0.1,HTTP,blocked,14603,ERROR,SQLMap,/login?id=1' OR '1'='1,18,3,45,67,89,172,10,0,0,1,6,22,1
2026-05-14 18:57:09.288261,150.10.10.88,10.0.0.1,FTP,blocked,316005,ERROR,UnknownBot,/secure,18,3,150,10,10,88,10,0,0,1,10,7,1
2026-05-14 18:57:14.384018,45.67.89.142,10.0.0.1,HTTP,blocked,13069,ERROR,SQLMap,/login?id=1' OR '1'='1,18,3,45,67,89,142,10,0,0,1,6,22,1
2026-05-14 18:57:19.447291,150.10.10.124,10.0.0.1,FTP,blocked,438202,ERROR,UnknownBot,/secure,18,3,150,10,10,124,10,0,0,1,10,7,1
2026-05-14 18:57:24.517217,101.22.228.229,10.0.0.1,HTTPS,allowed,92242,CRITICAL,BotNet,/api/heavy,18,3,101,22,228,229,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.141.193,10.0.0.1,HTTPS,allowed,75160,CRITICAL,BotNet,/api/heavy,18,3,101,22,141,193,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.5.36,10.0.0.1,HTTPS,allowed,61086,CRITICAL,BotNet,/api/heavy,18,3,101,22,5,36,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.79.58,10.0.0.1,HTTPS,allowed,102353,CRITICAL,BotNet,/api/heavy,18,3,101,22,79,58,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.53.63,10.0.0.1,HTTPS,allowed,124312,CRITICAL,BotNet,/api/heavy,18,3,101,22,53,63,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.104.226,10.0.0.1,HTTPS,allowed,132386,CRITICAL,BotNet,/api/heavy,18,3,101,22,104,226,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.144.61,10.0.0.1,HTTPS,allowed,130729,CRITICAL,BotNet,/api/heavy,18,3,101,22,144,61,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.201.103,10.0.0.1,HTTPS,allowed,180850,CRITICAL,BotNet,/api/heavy,18,3,101,22,201,103,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.23.48,10.0.0.1,HTTPS,allowed,89110,CRITICAL,BotNet,/api/heavy,18,3,101,22,23,48,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.216.65,10.0.0.1,HTTPS,allowed,84950,CRITICAL,BotNet,/api/heavy,18,3,101,22,216,65,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.7.115,10.0.0.1,HTTPS,allowed,186364,CRITICAL,BotNet,/api/heavy,18,3,101,22,7,115,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.101.79,10.0.0.1,HTTPS,allowed,143066,CRITICAL,BotNet,/api/heavy,18,3,101,22,101,79,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.91.180,10.0.0.1,HTTPS,allowed,193728,CRITICAL,BotNet,/api/heavy,18,3,101,22,91,180,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.69.253,10.0.0.1,HTTPS,allowed,185139,CRITICAL,BotNet,/api/heavy,18,3,101,22,69,253,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.190.6,10.0.0.1,HTTPS,allowed,115385,CRITICAL,BotNet,/api/heavy,18,3,101,22,190,6,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.62.59,10.0.0.1,HTTPS,allowed,69641,CRITICAL,BotNet,/api/heavy,18,3,101,22,62,59,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.233.196,10.0.0.1,HTTPS,allowed,146010,CRITICAL,BotNet,/api/heavy,18,3,101,22,233,196,10,0,0,1,6,10,1
2026-05-14 18:57:24.517217,101.22.205.13,10.0.0.1,HTTPS,allowed,104349,CRITICAL,BotNet,/api/heavy,18,3,101,22,205,13,10,0,0,1,6,10,1
2026-05-14 18:57:24.517845,101.22.11.193,10.0.0.1,HTTPS,allowed,138584,CRITICAL,BotNet,/api/heavy,18,3,101,22,11,193,10,0,0,1,6,10,1
2026-05-14 18:57:24.517845,101.22.234.83,10.0.0.1,HTTPS,allowed,198363,CRITICAL,BotNet,/api/heavy,18,3,101,22,234,83,10,0,0,1,6,10,1
2026-05-14 18:57:29.594606,89.45.22.224,10.0.0.1,SSH,failed,1720,WARNING,Hydra,/ssh-login,18,3,89,45,22,224,10,0,0,1,5,10,1
2026-05-14 18:57:29.594606,89.45.22.105,10.0.0.1,SSH,failed,4797,WARNING,Hydra,/ssh-login,18,3,89,45,22,105,10,0,0,1,5,10,1
2026-05-14 18:57:29.594606,89.45.22.95,10.0.0.1,SSH,failed,4621,WARNING,Hydra,/ssh-login,18,3,89,45,22,95,10,0,0,1,5,10,1
2026-05-14 18:57:29.594606,89.45.22.90,10.0.0.1,SSH,failed,3358,WARNING,Hydra,/ssh-login,18,3,89,45,22,90,10,0,0,1,5,10,1
2026-05-14 18:57:29.594606,89.45.22.248,10.0.0.1,SSH,failed,2904,WARNING,Hydra,/ssh-login,18,3,89,45,22,248,10,0,0,1,5,10,1
2026-05-14 18:57:44.792138,45.67.89.101,10.0.0.1,HTTP,blocked,13875,ERROR,SQLMap,/login?id=1' OR '1'='1,18,3,45,67,89,101,10,0,0,1,6,22,1
2026-05-14 18:57:54.923500,89.45.22.27,10.0.0.1,SSH,failed,2943,WARNING,Hydra,/ssh-login,18,3,89,45,22,27,10,0,0,1,5,10,1
2026-05-14 18:57:54.923500,89.45.22.24,10.0.0.1,SSH,failed,4150,WARNING,Hydra,/ssh-login,18,3,89,45,22,24,10,0,0,1,5,10,1
2026-05-14 18:57:54.923500,89.45.22.83,10.0.0.1,SSH,failed,4233,WARNING,Hydra,/ssh-login,18,3,89,45,22,83,10,0,0,1,5,10,1
2026-05-14 18:57:54.923500,89.45.22.131,10.0.0.1,SSH,failed,2009,WARNING,Hydra,/ssh-login,18,3,89,45,22,131,10,0,0,1,5,10,1
2026-05-14 18:57:54.923500,89.45.22.197,10.0.0.1,SSH,failed,3516,WARNING,Hydra,/ssh-login,18,3,89,45,22,197,10,0,0,1,5,10,1
2026-05-14 18:58:05.068693,101.22.182.238,10.0.0.1,HTTPS,allowed,111000,CRITICAL,BotNet,/api/heavy,18,3,101,22,182,238,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.205.74,10.0.0.1,HTTPS,allowed,185098,CRITICAL,BotNet,/api/heavy,18,3,101,22,205,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.10.194,10.0.0.1,HTTPS,allowed,69556,CRITICAL,BotNet,/api/heavy,18,3,101,22,10,194,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.59.76,10.0.0.1,HTTPS,allowed,85963,CRITICAL,BotNet,/api/heavy,18,3,101,22,59,76,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.29.162,10.0.0.1,HTTPS,allowed,166411,CRITICAL,BotNet,/api/heavy,18,3,101,22,29,162,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.111.229,10.0.0.1,HTTPS,allowed,88957,CRITICAL,BotNet,/api/heavy,18,3,101,22,111,229,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.154.50,10.0.0.1,HTTPS,allowed,190314,CRITICAL,BotNet,/api/heavy,18,3,101,22,154,50,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.98.209,10.0.0.1,HTTPS,allowed,147339,CRITICAL,BotNet,/api/heavy,18,3,101,22,98,209,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.25.223,10.0.0.1,HTTPS,allowed,153869,CRITICAL,BotNet,/api/heavy,18,3,101,22,25,223,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.27.244,10.0.0.1,HTTPS,allowed,171278,CRITICAL,BotNet,/api/heavy,18,3,101,22,27,244,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.121.34,10.0.0.1,HTTPS,allowed,52734,CRITICAL,BotNet,/api/heavy,18,3,101,22,121,34,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.209.212,10.0.0.1,HTTPS,allowed,143403,CRITICAL,BotNet,/api/heavy,18,3,101,22,209,212,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.3.140,10.0.0.1,HTTPS,allowed,152980,CRITICAL,BotNet,/api/heavy,18,3,101,22,3,140,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.220.123,10.0.0.1,HTTPS,allowed,69607,CRITICAL,BotNet,/api/heavy,18,3,101,22,220,123,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.237.185,10.0.0.1,HTTPS,allowed,121906,CRITICAL,BotNet,/api/heavy,18,3,101,22,237,185,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.31.148,10.0.0.1,HTTPS,allowed,68268,CRITICAL,BotNet,/api/heavy,18,3,101,22,31,148,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.159.74,10.0.0.1,HTTPS,allowed,178984,CRITICAL,BotNet,/api/heavy,18,3,101,22,159,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.31.10,10.0.0.1,HTTPS,allowed,127729,CRITICAL,BotNet,/api/heavy,18,3,101,22,31,10,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.45.78,10.0.0.1,HTTPS,allowed,121247,CRITICAL,BotNet,/api/heavy,18,3,101,22,45,78,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.147.27,10.0.0.1,HTTPS,allowed,138748,CRITICAL,BotNet,/api/heavy,18,3,101,22,147,27,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.182.238,10.0.0.1,HTTPS,allowed,111000,CRITICAL,BotNet,/api/heavy,18,3,101,22,182,238,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.205.74,10.0.0.1,HTTPS,allowed,185098,CRITICAL,BotNet,/api/heavy,18,3,101,22,205,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.10.194,10.0.0.1,HTTPS,allowed,69556,CRITICAL,BotNet,/api/heavy,18,3,101,22,10,194,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.59.76,10.0.0.1,HTTPS,allowed,85963,CRITICAL,BotNet,/api/heavy,18,3,101,22,59,76,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.29.162,10.0.0.1,HTTPS,allowed,166411,CRITICAL,BotNet,/api/heavy,18,3,101,22,29,162,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.111.229,10.0.0.1,HTTPS,allowed,88957,CRITICAL,BotNet,/api/heavy,18,3,101,22,111,229,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.154.50,10.0.0.1,HTTPS,allowed,190314,CRITICAL,BotNet,/api/heavy,18,3,101,22,154,50,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.98.209,10.0.0.1,HTTPS,allowed,147339,CRITICAL,BotNet,/api/heavy,18,3,101,22,98,209,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.25.223,10.0.0.1,HTTPS,allowed,153869,CRITICAL,BotNet,/api/heavy,18,3,101,22,25,223,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.27.244,10.0.0.1,HTTPS,allowed,171278,CRITICAL,BotNet,/api/heavy,18,3,101,22,27,244,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.121.34,10.0.0.1,HTTPS,allowed,52734,CRITICAL,BotNet,/api/heavy,18,3,101,22,121,34,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.209.212,10.0.0.1,HTTPS,allowed,143403,CRITICAL,BotNet,/api/heavy,18,3,101,22,209,212,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.3.140,10.0.0.1,HTTPS,allowed,152980,CRITICAL,BotNet,/api/heavy,18,3,101,22,3,140,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.220.123,10.0.0.1,HTTPS,allowed,69607,CRITICAL,BotNet,/api/heavy,18,3,101,22,220,123,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.237.185,10.0.0.1,HTTPS,allowed,121906,CRITICAL,BotNet,/api/heavy,18,3,101,22,237,185,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.31.148,10.0.0.1,HTTPS,allowed,68268,CRITICAL,BotNet,/api/heavy,18,3,101,22,31,148,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.159.74,10.0.0.1,HTTPS,allowed,178984,CRITICAL,BotNet,/api/heavy,18,3,101,22,159,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.31.10,10.0.0.1,HTTPS,allowed,127729,CRITICAL,BotNet,/api/heavy,18,3,101,22,31,10,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.45.78,10.0.0.1,HTTPS,allowed,121247,CRITICAL,BotNet,/api/heavy,18,3,101,22,45,78,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.147.27,10.0.0.1,HTTPS,allowed,138748,CRITICAL,BotNet,/api/heavy,18,3,101,22,147,27,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.182.238,10.0.0.1,HTTPS,allowed,111000,CRITICAL,BotNet,/api/heavy,18,3,101,22,182,238,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.205.74,10.0.0.1,HTTPS,allowed,185098,CRITICAL,BotNet,/api/heavy,18,3,101,22,205,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.10.194,10.0.0.1,HTTPS,allowed,69556,CRITICAL,BotNet,/api/heavy,18,3,101,22,10,194,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.59.76,10.0.0.1,HTTPS,allowed,85963,CRITICAL,BotNet,/api/heavy,18,3,101,22,59,76,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.29.162,10.0.0.1,HTTPS,allowed,166411,CRITICAL,BotNet,/api/heavy,18,3,101,22,29,162,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.111.229,10.0.0.1,HTTPS,allowed,88957,CRITICAL,BotNet,/api/heavy,18,3,101,22,111,229,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.154.50,10.0.0.1,HTTPS,allowed,190314,CRITICAL,BotNet,/api/heavy,18,3,101,22,154,50,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.98.209,10.0.0.1,HTTPS,allowed,147339,CRITICAL,BotNet,/api/heavy,18,3,101,22,98,209,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.25.223,10.0.0.1,HTTPS,allowed,153869,CRITICAL,BotNet,/api/heavy,18,3,101,22,25,223,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.27.244,10.0.0.1,HTTPS,allowed,171278,CRITICAL,BotNet,/api/heavy,18,3,101,22,27,244,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.121.34,10.0.0.1,HTTPS,allowed,52734,CRITICAL,BotNet,/api/heavy,18,3,101,22,121,34,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.209.212,10.0.0.1,HTTPS,allowed,143403,CRITICAL,BotNet,/api/heavy,18,3,101,22,209,212,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.3.140,10.0.0.1,HTTPS,allowed,152980,CRITICAL,BotNet,/api/heavy,18,3,101,22,3,140,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.220.123,10.0.0.1,HTTPS,allowed,69607,CRITICAL,BotNet,/api/heavy,18,3,101,22,220,123,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.237.185,10.0.0.1,HTTPS,allowed,121906,CRITICAL,BotNet,/api/heavy,18,3,101,22,237,185,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.31.148,10.0.0.1,HTTPS,allowed,68268,CRITICAL,BotNet,/api/heavy,18,3,101,22,31,148,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.159.74,10.0.0.1,HTTPS,allowed,178984,CRITICAL,BotNet,/api/heavy,18,3,101,22,159,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.31.10,10.0.0.1,HTTPS,allowed,127729,CRITICAL,BotNet,/api/heavy,18,3,101,22,31,10,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.45.78,10.0.0.1,HTTPS,allowed,121247,CRITICAL,BotNet,/api/heavy,18,3,101,22,45,78,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.147.27,10.0.0.1,HTTPS,allowed,138748,CRITICAL,BotNet,/api/heavy,18,3,101,22,147,27,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.182.238,10.0.0.1,HTTPS,allowed,111000,CRITICAL,BotNet,/api/heavy,18,3,101,22,182,238,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.205.74,10.0.0.1,HTTPS,allowed,185098,CRITICAL,BotNet,/api/heavy,18,3,101,22,205,74,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.10.194,10.0.0.1,HTTPS,allowed,69556,CRITICAL,BotNet,/api/heavy,18,3,101,22,10,194,10,0,0,1,6,10,1
2026-05-14 18:58:05.068693,101.22.59.76,10.0.0.1,HTTPS,allowed,85963,CRITICAL,BotNet,/api/heavy,18,3,101,22,59,76,10,0,0,1,6,10,1
